deck_id,hero,date,assigned_draft_index
49,Fang,2025-01-30T16:52:28,1
50,Fang,2025-01-30T21:24:00,1
51,Fang,2025-01-31T00:22:43,1
52,Fang,2025-01-31T02:55:56,2
53,"Arakni, Web of Deceit",2025-01-31T19:09:40,2
54,Fang,2025-02-01T00:43:11,1
55,Fang,2025-02-01T05:58:32,2
56,"Arakni, Web of Deceit",2025-02-01T15:45:55,2
57,"Arakni, Web of Deceit",2025-02-01T20:22:42,2
58,Fang,2025-02-02T00:18:26,1
59,Cindra,2025-02-02T04:21:06,2
60,Cindra,2025-02-02T07:07:47,2
61,Fang,2025-02-02T13:00:17,1
62,Fang,2025-02-02T14:17:50,2
63,Cindra,2025-02-02T15:48:45,2
64,Fang,2025-02-02T16:25:54,1
65,Cindra,2025-02-02T17:28:11,2
66,"Arakni, Web of Deceit",2025-02-02T17:54:21,2
67,Fang,2025-02-02T20:47:05,2
68,"Arakni, Web of Deceit",2025-02-02T21:04:13,2
69,Fang,2025-02-03T07:31:16,1
70,Fang,2025-02-03T17:35:13,2
71,Cindra,2025-02-03T18:35:52,2
72,Cindra,2025-02-03T21:04:13,2
73,Fang,2025-02-04T19:46:57,2
74,Cindra,2025-02-04T19:50:12,2
75,Fang,2025-02-04T21:17:02,2
76,"Arakni, Web of Deceit",2025-02-05T06:41:25,2
77,Fang,2025-02-05T13:36:21,2
78,Fang,2025-02-05T22:35:57,2
79,Cindra,2025-02-06T05:31:32,2
80,Fang,2025-02-06T21:33:38,2
81,Fang,2025-02-06T22:04:56,2
82,Fang,2025-02-07T05:45:39,2
83,Cindra,2025-02-07T06:12:22,2
84,Fang,2025-02-07T19:47:03,2
85,"Arakni, Web of Deceit",2025-02-08T09:24:50,2
86,Fang,2025-02-08T15:09:41,2
87,"Arakni, Web of Deceit",2025-02-08T16:44:10,2
88,Cindra,2025-02-08T20:33:08,2
89,Fang,2025-02-08T22:28:09,2
90,Fang,2025-02-09T00:52:45,1
91,Cindra,2025-02-09T06:30:55,2
92,Cindra,2025-02-09T17:06:00,2
93,Cindra,2025-02-10T06:32:55,2
94,"Arakni, Web of Deceit",2025-02-10T18:46:18,2
95,Fang,2025-02-10T19:06:58,2
96,"Arakni, Web of Deceit",2025-02-10T21:06:45,2
97,Fang,2025-02-11T01:48:54,1
98,"Arakni, Web of Deceit",2025-02-11T12:31:56,2
99,Fang,2025-02-11T18:53:34,2
100,"Arakni, Web of Deceit",2025-02-11T21:42:21,2
101,"Arakni, Web of Deceit",2025-02-12T00:10:20,2
102,Cindra,2025-02-12T03:54:14,2
103,Fang,2025-02-12T04:06:04,2
104,"Arakni, Web of Deceit",2025-02-12T05:29:55,2
105,"Arakni, Web of Deceit",2025-02-12T07:27:21,2
106,"Arakni, Web of Deceit",2025-02-12T20:56:58,1
107,"Arakni, Web of Deceit",2025-02-13T01:17:27,2
108,Cindra,2025-02-13T02:18:01,2
109,Fang,2025-02-13T02:43:06,1
110,Fang,2025-02-13T17:33:34,1
111,Fang,2025-02-13T21:32:11,2
112,Fang,2025-02-13T23:27:23,2
113,Fang,2025-02-14T20:36:13,1
114,Cindra,2025-02-14T21:51:23,2
115,Cindra,2025-02-14T23:44:15,2
116,Fang,2025-02-15T21:19:54,2
117,"Arakni, Web of Deceit",2025-02-16T11:33:56,2
118,Cindra,2025-02-16T16:16:05,2
119,Cindra,2025-02-16T20:14:16,2
120,Cindra,2025-02-16T23:54:51,2
121,"Arakni, Web of Deceit",2025-02-17T03:00:21,2
122,Fang,2025-02-17T18:14:41,1
123,Cindra,2025-02-17T21:10:33,2
124,Fang,2025-02-17T21:55:19,2
125,Fang,2025-02-18T01:05:12,1
126,"Arakni, Web of Deceit",2025-02-18T03:04:04,2
127,"Arakni, Web of Deceit",2025-02-18T14:30:48,2
128,Fang,2025-02-19T04:27:15,2
129,"Arakni, Web of Deceit",2025-02-19T09:23:43,2
130,Cindra,2025-02-19T10:11:36,1
131,"Arakni, Web of Deceit",2025-02-19T20:26:45,2
132,Fang,2025-02-20T13:23:12,1
133,Cindra,2025-02-21T08:50:08,2
134,Cindra,2025-02-21T23:24:41,2
135,"Arakni, Web of Deceit",2025-02-22T01:49:16,2
136,Fang,2025-02-22T05:23:18,1
137,Fang,2025-02-22T16:18:09,1
138,"Arakni, Web of Deceit",2025-02-22T19:09:10,2
139,Cindra,2025-02-22T21:26:07,2
140,Cindra,2025-02-22T22:58:56,2
141,Cindra,2025-02-25T04:15:19,3
142,Fang,2025-02-25T20:42:00,3
143,"Arakni, Web of Deceit",2025-02-26T19:25:14,3
144,Fang,2025-02-26T20:42:40,3
145,Fang,2025-02-27T05:53:13,3
146,Cindra,2025-02-27T19:12:13,3
147,Fang,2025-02-28T01:26:55,3
148,Fang,2025-02-28T02:15:25,3
149,Fang,2025-02-28T04:34:42,3
150,Fang,2025-02-28T05:14:16,3
151,Cindra,2025-02-28T07:01:27,3
152,"Arakni, Web of Deceit",2025-02-28T19:37:36,3
153,"Arakni, Web of Deceit",2025-03-01T03:17:06,3
154,Fang,2025-03-05T01:44:54,3
155,Fang,2025-03-05T03:12:51,3
156,Cindra,2025-03-05T23:07:44,3
157,"Arakni, Web of Deceit",2025-03-06T00:34:59,3
158,"Arakni, Web of Deceit",2025-03-06T02:23:59,3
159,"Arakni, Web of Deceit",2025-03-06T03:02:09,3
160,Fang,2025-03-09T20:06:49,3
161,Cindra,2025-03-12T05:24:54,3
162,"Arakni, Web of Deceit",2025-03-12T12:26:45,3
163,"Arakni, Web of Deceit",2025-03-12T19:32:26,3
164,"Arakni, Web of Deceit",2025-03-13T17:30:07,3
165,"Arakni, Web of Deceit",2025-03-13T21:36:25,3
166,"Arakni, Web of Deceit",2025-03-15T03:07:56,3
167,"Arakni, Web of Deceit",2025-03-15T17:03:42,3
168,Cindra,2025-03-17T00:13:42,3
169,Cindra,2025-03-17T21:40:31,3
170,"Arakni, Web of Deceit",2025-03-17T23:23:46,3
171,"Arakni, Web of Deceit",2025-03-18T21:22:27,3
172,Cindra,2025-03-19T03:48:13,3
173,Fang,2025-03-20T16:15:03,3
174,"Arakni, Web of Deceit",2025-03-21T08:39:53,3
175,Fang,2025-03-21T23:43:40,3
176,Cindra,2025-03-22T09:42:27,3
177,"Arakni, Web of Deceit",2025-03-22T21:44:35,3
178,Cindra,2025-03-23T03:27:18,3
179,"Arakni, Web of Deceit",2025-03-25T21:11:33,3
180,Fang,2025-03-26T01:56:08,3
181,Fang,2025-03-27T19:45:14,3
182,"Arakni, Web of Deceit",2025-03-28T17:50:43,3
183,"Arakni, Web of Deceit",2025-03-29T06:04:42,3
184,"Arakni, Web of Deceit",2025-03-30T01:06:48,3
185,"Arakni, Web of Deceit",2025-03-30T15:52:20,3
186,Cindra,2025-03-30T19:21:49,3
187,Fang,2025-03-31T22:09:09,1
188,Fang,2025-04-01T02:17:03,3
189,Fang,2025-04-03T00:15:38,3
190,"Arakni, Web of Deceit",2025-04-03T19:17:44,3
191,Cindra,2025-04-03T22:45:22,3
192,Cindra,2025-04-04T16:24:32,3
193,"Arakni, Web of Deceit",2025-04-04T22:15:41,3
194,Fang,2025-04-05T02:08:17,3
195,Fang,2025-04-05T06:12:10,3
196,Fang,2025-04-06T03:21:12,1
197,"Arakni, Web of Deceit",2025-04-06T22:28:31,3
198,Fang,2025-04-07T02:42:33,3
199,Cindra,2025-04-07T22:24:13,3
200,"Arakni, Web of Deceit",2025-04-08T18:18:57,3
201,"Arakni, Web of Deceit",2025-04-09T16:49:12,3
