deck_id,hero,date,card_name,count,is_equipment
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Calmveil of Volthaven (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Conflicting Thoughts (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Core Reaction (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Cosmic Flare (red),2,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Flittering Forcefield (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Flittering Spike (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Lightning Overload (red),2,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Meteoric Impact (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Nebula Duality (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Tap Lessons Past (red),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Comet Collision (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Constella Contemplation (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Enion Surge (yellow),2,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Flittering Forcefield (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Flittering Spike (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Heaven's Claws (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Lightning Overload (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Meteoric Impact (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Ominous Respite (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Stellar Glide (yellow),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Arc Ramp (blue),2,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Calmveil of Volthaven (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Comet Collision (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Electrolyze (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Enion Surge (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Flittering Forcefield (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Glide Through Starlight (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Lightning Overload (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Meteoric Impact (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Nebula Duality (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Spellbane Sigil (blue),2,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Tome of Quandaries (blue),1,0
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Helm of Astral Sanctuary,1,1
1,"Oscilio, Scion of the Third Age",2026-05-24T00:21:24,Robe of Astral Sanctuary,1,1
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Calmveil of Volthaven (red),2,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Path of Same Ends (red),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Quick Succession (red),2,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Stellar Glide (red),3,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Stunning Swipe (red),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Tempestuous Kiss (red),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Volatile Fluxor (red),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Dashing Flashfoot (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Destructive Fleetfoot (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Electryn Joltstep (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Heaven's Claws (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Path of Same Ends (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Rush of Power (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Singeing Flowstride (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Starworld Warning (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Stellar Glide (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Stinging Sprite (yellow),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Voltbound Duality (yellow),2,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Brush Off (blue),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Conflicting Thoughts (blue),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Electrolyze (blue),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Flittering Forcefield (blue),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Rush of Power (blue),3,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Singeing Flowstride (blue),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Stormwhirl (blue),2,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Voltbound Duality (blue),1,0
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Boots of Astral Sanctuary,1,1
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Gloves of Astral Sanctuary,1,1
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Helm of Astral Sanctuary,1,1
2,"Aurora, Emissary of Lightning",2026-05-24T01:02:00,Robe of Astral Sanctuary,1,1
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Comet Collision (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Cosmic Suture (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Heaven's Claws (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Chromatic Refinement (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Lightning Overload (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Meteoric Impact (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Nebula Duality (red),2,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Tap Lessons Past (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Turn to Mindfire (red),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Calmveil of Volthaven (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Conflicting Thoughts (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Cosmic Suture (yellow),2,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Flash Bolt (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Glide Through Starlight (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Lightning Overload (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Meteoric Impact (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Nebula Duality (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Tap Lessons Past (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Thunderous Retort (yellow),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Comet Collision (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Enion Surge (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Heaven's Claws (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Meteoric Impact (blue),2,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Nebula Duality (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Rift Breaker (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Spellbane Sigil (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Starlight Road (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Stellar Glide (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Tap Lessons Past (blue),1,0
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Constella Waves,1,1
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Laced Lightning,1,1
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Seeker's Hood,1,1
3,"Oscilio, Scion of the Third Age",2026-05-24T01:03:10,Seeker's Mitts,1,1
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Arcanic Cunning (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Electryn Joltstep (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Flowshard Elemental (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Leech Memory (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Leech Vitality (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Quick Succession (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Rush of Power (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Stellar Glide (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Step Between (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Stinging Sprite (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Stormshard (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Thunderous Retort (red),2,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Voltbound Duality (red),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Conflicting Thoughts (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Destructive Fleetfoot (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Electryn Mindmeld (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Prophetic Quickstep (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Rush of Power (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Stellar Glide (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Voltbound Duality (yellow),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Arcanic Reproach (blue),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Astral Assault (blue),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Destructive Fleetfoot (blue),2,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Rush of Power (blue),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Singeing Flowstride (blue),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Spellbane Sigil (blue),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Stellar Glide (blue),1,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Voltbound Duality (blue),3,0
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Seeker's Hood,1,1
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Seeker's Leggings,1,1
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Seeker's Mitts,1,1
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Snap Fingers,1,1
4,"Aurora, Emissary of Lightning",2026-05-24T02:23:04,Starflow Robes,1,1
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Astral Assault (red),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Calmveil of Volthaven (red),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Comet Collision (red),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Enion Surge (red),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Flash Bolt (red),2,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Tap Lessons Past (red),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Comet Collision (yellow),2,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Constella Contemplation (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Constella Flowslide (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Constella Uplift (yellow),3,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Cosmic Suture (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Enion Surge (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Flash Bolt (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Chromatic Refinement (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Meteoric Impact (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Ominous Respite (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Static Shelter (yellow),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Calmveil of Volthaven (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Comet Collision (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Conflicting Thoughts (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Core Reaction (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Cosmic Suture (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Enion Surge (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Flittering Spike (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Lightning Overload (blue),2,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Meteoric Impact (blue),2,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Spellbane Sigil (blue),2,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Volatile Fluxor (blue),1,0
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Constella Tiara,1,1
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Laced Lightning,1,1
5,"Oscilio, Scion of the Third Age",2026-05-24T04:48:54,Starflow Robes,1,1
6,Zyggy,2026-05-24T04:52:09,Astral Assault (red),1,0
6,Zyggy,2026-05-24T04:52:09,Brush Off (red),3,0
6,Zyggy,2026-05-24T04:52:09,Conflicting Thoughts (red),1,0
6,Zyggy,2026-05-24T04:52:09,Glide Through Starlight (red),1,0
6,Zyggy,2026-05-24T04:52:09,Meteoric Rise (red),1,0
6,Zyggy,2026-05-24T04:52:09,Pulsing Cardia (red),1,0
6,Zyggy,2026-05-24T04:52:09,Shattering Flowtide (red),1,0
6,Zyggy,2026-05-24T04:52:09,Stellar Glide (red),1,0
6,Zyggy,2026-05-24T04:52:09,Volatile Fluxor (red),1,0
6,Zyggy,2026-05-24T04:52:09,Circular Flowtide (yellow),1,0
6,Zyggy,2026-05-24T04:52:09,Elliptical Conflux (yellow),1,0
6,Zyggy,2026-05-24T04:52:09,Polarus Pulse Ray (yellow),1,0
6,Zyggy,2026-05-24T04:52:09,Pulsing Cardia (yellow),1,0
6,Zyggy,2026-05-24T04:52:09,Astral Assault (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Auric Shards (blue),2,0
6,Zyggy,2026-05-24T04:52:09,Calmveil of Volthaven (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Corrosive Space Dust (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Fleeing Starbreeze (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Flicker Reality (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Flittering Forcefield (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Holo Shield (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Chromatic Refinement (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Nourishing Glow (blue),3,0
6,Zyggy,2026-05-24T04:52:09,Ominous Excavation (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Pulsing Cardia (blue),2,0
6,Zyggy,2026-05-24T04:52:09,Shattering Flowtide (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Stellar Glide (blue),2,0
6,Zyggy,2026-05-24T04:52:09,Stormwhirl (blue),1,0
6,Zyggy,2026-05-24T04:52:09,Gloves of Astral Sanctuary,1,1
6,Zyggy,2026-05-24T04:52:09,Seeker's Hood,1,1
6,Zyggy,2026-05-24T04:52:09,Seeker's Leggings,1,1
6,Zyggy,2026-05-24T04:52:09,Starflow Robes,1,1
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Calmveil of Volthaven (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Conflicting Thoughts (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Destructive Fleetfoot (red),2,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Electryn Joltstep (red),2,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Glide Through Starlight (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Heaven's Claws (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Meteoric Rise (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Path of Same Ends (red),2,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Stellar Glide (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Stunning Swipe (red),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Brush Off (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Dashing Flashfoot (yellow),2,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Destructive Fleetfoot (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Flittering Forcefield (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Path of Same Ends (yellow),2,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Quick Succession (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Rush of Power (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Stormshatter (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Stunning Swipe (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Thunderous Retort (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Voltbound Duality (yellow),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Brush Off (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Electrolyze (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Electryn Joltstep (blue),3,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Glide Through Starlight (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Path of Same Ends (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Sigil of Astral Flow (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Singeing Flowstride (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Stunning Swipe (blue),1,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Voltbound Duality (blue),3,0
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Gloves of Astral Sanctuary,1,1
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Robe of Astral Sanctuary,1,1
7,"Aurora, Emissary of Lightning",2026-05-24T05:40:31,Seeker's Leggings,1,1
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Aethersling (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Arc Ramp (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Comet Collision (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Cosmic Flare (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Cosmic Suture (red),2,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Flash Bolt (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Chromatic Refinement (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Meteoric Impact (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Nebula Duality (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Step Between (red),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Constella Contemplation (yellow),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Constella Flowslide (yellow),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Constella Uplift (yellow),2,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Cosmic Suture (yellow),4,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Flittering Forcefield (yellow),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Lightning Overload (yellow),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Comet Collision (blue),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Core Reaction (blue),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Cosmic Suture (blue),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Flittering Forcefield (blue),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Lightning Overload (blue),2,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Nebula Duality (blue),2,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Spellbane Sigil (blue),1,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Tap Lessons Past (blue),2,0
8,"Oscilio, Scion of the Third Age",2026-05-24T07:49:25,Constella Waves,1,1
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Aethersling (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Calmveil of Volthaven (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Comet Collision (red),2,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Cosmic Flare (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Cosmic Suture (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Enion Surge (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Flittering Spike (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Heaven's Claws (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Chromatic Refinement (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Lightning Overload (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Meteoric Impact (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Nebula Duality (red),2,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Tap Lessons Past (red),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Arc Ramp (yellow),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Conflicting Thoughts (yellow),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Constella Flowslide (yellow),2,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Constella Uplift (yellow),2,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Cosmic Suture (yellow),2,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Electrolyze (yellow),1,0
9,"Oscilio, Scion of the Third Age",2026-05-24T08:31:15,Enion Surge (yellow),1,0
