deck_id,hero,date,assigned_draft_index
54,Aurora,2024-09-19T13:26:43,1
55,Verdance,2024-09-19T14:18:51,1
56,Oscilio,2024-09-19T15:45:54,1
57,Verdance,2024-09-19T16:10:32,1
58,Oscilio,2024-09-19T17:54:30,1
59,Florian,2024-09-19T19:32:04,1
60,Florian,2024-09-19T21:54:22,1
61,Aurora,2024-09-19T22:19:45,1
62,Oscilio,2024-09-20T01:58:44,1
63,Verdance,2024-09-20T05:38:32,1
64,Florian,2024-09-20T06:23:34,1
65,Florian,2024-09-20T15:08:55,1
66,Verdance,2024-09-20T18:57:39,1
67,Aurora,2024-09-20T19:32:21,1
68,Verdance,2024-09-20T22:05:16,1
69,Aurora,2024-09-21T22:32:14,2
70,Verdance,2024-09-22T00:49:07,1
71,Florian,2024-09-22T11:13:22,2
72,Aurora,2024-09-22T15:52:51,2
73,Verdance,2024-09-22T18:27:38,2
74,Aurora,2024-09-22T18:33:38,2
75,Oscilio,2024-09-22T19:17:29,2
76,Oscilio,2024-09-22T21:56:08,2
77,Florian,2024-09-23T00:13:44,2
78,Florian,2024-09-23T01:18:12,2
79,Aurora,2024-09-23T03:01:32,2
80,Florian,2024-09-23T18:43:03,2
81,Aurora,2024-09-23T19:38:20,2
82,Verdance,2024-09-23T19:55:28,2
83,Aurora,2024-09-23T21:19:45,2
84,Florian,2024-09-24T01:41:29,2
85,Aurora,2024-09-24T02:26:57,2
86,Aurora,2024-09-24T18:39:26,2
87,Aurora,2024-09-24T20:27:07,2
88,Verdance,2024-09-24T20:54:41,2
89,Florian,2024-09-24T21:59:44,2
90,Verdance,2024-09-25T02:20:42,1
91,Florian,2024-09-25T03:44:29,1
92,Florian,2024-09-25T08:36:13,2
93,Aurora,2024-09-25T14:58:18,2
94,Aurora,2024-09-26T08:54:55,2
95,Aurora,2024-09-26T11:40:38,2
96,Florian,2024-09-26T17:04:26,2
97,Florian,2024-09-26T17:20:04,2
98,Florian,2024-09-26T18:24:26,2
99,Florian,2024-09-26T18:37:07,2
100,Oscilio,2024-09-26T19:24:28,2
101,Florian,2024-09-26T22:39:57,2
102,Oscilio,2024-09-27T01:17:45,2
103,Florian,2024-09-27T10:25:28,2
104,Aurora,2024-09-27T10:47:34,2
105,Florian,2024-09-27T16:02:06,2
106,Florian,2024-09-27T17:29:22,2
107,Aurora,2024-09-27T20:54:36,2
108,Verdance,2024-09-27T23:42:47,2
109,Florian,2024-09-28T09:57:33,2
110,Verdance,2024-09-28T19:38:12,1
111,Verdance,2024-09-28T21:57:15,2
112,Florian,2024-09-28T22:59:28,1
113,Florian,2024-09-29T00:59:52,2
114,Aurora,2024-09-29T17:20:31,2
115,Florian,2024-09-29T20:25:10,2
116,Verdance,2024-09-29T21:11:34,2
117,Florian,2024-09-29T21:33:43,2
118,Florian,2024-09-30T00:11:39,2
119,Aurora,2024-09-30T01:47:22,2
120,Oscilio,2024-09-30T07:08:21,2
121,Aurora,2024-09-30T07:48:26,2
122,Verdance,2024-09-30T14:16:46,2
123,Florian,2024-09-30T14:53:54,2
124,Aurora,2024-09-30T17:02:49,2
125,Aurora,2024-09-30T21:26:57,2
126,Oscilio,2024-09-30T22:46:54,2
127,Florian,2024-10-01T01:38:38,2
128,Aurora,2024-10-01T06:30:26,2
129,Verdance,2024-10-01T12:11:31,1
130,Aurora,2024-10-01T12:40:04,2
131,Verdance,2024-10-01T16:38:58,2
132,Aurora,2024-10-01T16:40:26,2
133,Florian,2024-10-01T18:35:20,1
134,Aurora,2024-10-01T20:22:44,1
135,Aurora,2024-10-01T20:37:55,2
136,Oscilio,2024-10-01T21:45:39,2
137,Verdance,2024-10-01T22:15:01,2
138,Aurora,2024-10-01T23:27:29,2
139,Florian,2024-10-02T00:27:15,2
140,Aurora,2024-10-02T09:52:01,2
141,Florian,2024-10-02T12:29:49,2
142,Verdance,2024-10-02T18:27:42,2
143,Verdance,2024-10-02T19:37:49,2
144,Verdance,2024-10-02T20:19:52,2
145,Aurora,2024-10-02T20:35:20,2
146,Florian,2024-10-02T22:28:08,2
147,Aurora,2024-10-02T22:46:14,1
148,Verdance,2024-10-03T00:17:20,2
149,Aurora,2024-10-03T01:46:30,2
150,Florian,2024-10-03T02:59:28,2
151,Verdance,2024-10-03T03:09:29,2
152,Florian,2024-10-03T04:11:38,2
153,Oscilio,2024-10-03T04:25:19,2
154,Aurora,2024-10-03T05:33:53,2
155,Aurora,2024-10-03T08:26:14,2
156,Verdance,2024-10-03T11:35:31,2
157,Florian,2024-10-03T11:45:34,2
158,Oscilio,2024-10-03T12:13:18,2
159,Florian,2024-10-03T14:11:21,2
160,Verdance,2024-10-03T16:11:03,2
161,Florian,2024-10-03T16:32:21,2
162,Aurora,2024-10-03T16:41:59,2
163,Aurora,2024-10-03T17:38:56,3
164,Aurora,2024-10-03T18:00:26,1
165,Verdance,2024-10-03T18:55:29,3
166,Florian,2024-10-03T19:36:37,3
167,Verdance,2024-10-03T21:20:47,1
168,Verdance,2024-10-03T21:36:38,3
169,Verdance,2024-10-03T21:38:58,3
170,Aurora,2024-10-03T22:23:04,1
171,Florian,2024-10-03T23:49:23,3
172,Florian,2024-10-03T23:55:41,3
173,Florian,2024-10-04T00:51:16,3
174,Verdance,2024-10-04T01:27:18,1
175,Florian,2024-10-04T01:45:59,3
176,Verdance,2024-10-04T02:07:52,3
177,Verdance,2024-10-04T02:39:45,3
178,Florian,2024-10-04T12:00:53,3
179,Oscilio,2024-10-04T13:27:02,3
180,Verdance,2024-10-04T16:01:25,3
181,Florian,2024-10-04T18:54:09,3
182,Florian,2024-10-04T19:24:16,3
183,Oscilio,2024-10-04T19:32:02,3
184,Florian,2024-10-04T19:40:54,3
185,Oscilio,2024-10-04T20:47:21,3
186,Verdance,2024-10-04T21:58:00,3
187,Oscilio,2024-10-04T23:02:11,3
188,Aurora,2024-10-04T23:18:20,3
189,Verdance,2024-10-05T01:57:58,3
190,Florian,2024-10-05T02:46:53,3
191,Verdance,2024-10-05T05:33:42,3
192,Florian,2024-10-05T14:36:33,3
193,Florian,2024-10-05T16:34:25,3
194,Verdance,2024-10-05T18:18:41,3
195,Florian,2024-10-05T19:14:21,3
196,Florian,2024-10-05T20:27:38,1
197,Florian,2024-10-05T21:03:50,3
198,Florian,2024-10-05T23:35:32,3
199,Verdance,2024-10-06T09:33:20,3
200,Verdance,2024-10-06T18:19:20,3
201,Verdance,2024-10-06T19:54:42,1
202,Verdance,2024-10-07T00:37:05,3
203,Aurora,2024-10-07T04:59:22,1
204,Aurora,2024-10-07T19:09:07,3
205,Verdance,2024-10-07T21:04:20,3
206,Oscilio,2024-10-07T21:57:16,3
207,Verdance,2024-10-07T23:33:34,1
208,Oscilio,2024-10-08T00:38:41,3
209,Florian,2024-10-08T01:04:25,3
210,Verdance,2024-10-08T01:44:00,3
211,Aurora,2024-10-08T03:09:32,3
212,Oscilio,2024-10-08T04:26:52,3
213,Florian,2024-10-08T18:23:22,3
214,Verdance,2024-10-08T19:17:42,3
215,Aurora,2024-10-08T20:24:02,3
216,Florian,2024-10-08T20:56:30,3
217,Aurora,2024-10-08T21:49:29,3
218,Florian,2024-10-08T23:04:21,3
219,Florian,2024-10-08T23:43:31,3
220,Florian,2024-10-09T01:58:22,3
221,Aurora,2024-10-09T09:17:37,3
222,Verdance,2024-10-09T13:06:52,3
223,Verdance,2024-10-09T17:00:13,3
224,Florian,2024-10-09T18:34:46,3
225,Oscilio,2024-10-09T18:42:18,3
226,Verdance,2024-10-09T19:56:44,3
227,Florian,2024-10-09T21:33:26,3
228,Aurora,2024-10-09T21:59:10,1
229,Verdance,2024-10-09T23:29:27,3
230,Florian,2024-10-10T03:06:20,3
231,Aurora,2024-10-10T08:16:36,3
232,Oscilio,2024-10-10T09:09:21,3
233,Florian,2024-10-10T12:09:03,3
234,Verdance,2024-10-10T18:33:18,3
235,Aurora,2024-10-10T22:09:35,3
236,Florian,2024-10-11T00:10:11,3
237,Verdance,2024-10-11T04:25:24,3
238,Aurora,2024-10-11T08:58:18,3
239,Florian,2024-10-11T10:12:28,3
240,Verdance,2024-10-11T16:26:42,3
241,Verdance,2024-10-11T22:18:13,3
242,Aurora,2024-10-12T01:15:56,3
243,Oscilio,2024-10-12T17:02:37,3
244,Oscilio,2024-10-12T22:13:34,3
245,Aurora,2024-10-13T01:31:49,1
246,Oscilio,2024-10-13T09:17:40,3
247,Verdance,2024-10-13T16:22:06,3
248,Florian,2024-10-15T01:00:26,3
249,Verdance,2024-10-15T14:21:13,3
250,Oscilio,2024-10-15T21:54:06,3
251,Verdance,2024-10-15T22:41:28,3
252,Florian,2024-10-15T23:09:02,3
253,Verdance,2024-10-16T06:06:13,3
254,Florian,2024-10-16T11:16:54,3
255,Florian,2024-10-16T12:32:40,3
256,Verdance,2024-10-16T13:29:04,3
257,Florian,2024-10-16T16:00:35,3
258,Verdance,2024-10-16T18:00:20,3
259,Florian,2024-10-16T19:36:12,3
260,Florian,2024-10-16T21:12:50,3
261,Florian,2024-10-16T23:21:09,3
262,Verdance,2024-10-16T23:56:49,3
263,Oscilio,2024-10-17T00:44:31,3
264,Verdance,2024-10-17T01:16:02,3
265,Aurora,2024-10-17T01:57:50,1
266,Verdance,2024-10-17T08:15:02,3
267,Florian,2024-10-17T14:57:52,3
268,Florian,2024-10-17T21:21:17,3
269,Aurora,2024-10-17T21:33:15,3
270,Aurora,2024-10-17T23:27:18,3
271,Aurora,2024-10-17T23:39:06,3
272,Oscilio,2024-10-18T15:07:16,3
273,Verdance,2024-10-18T17:41:21,3
274,Florian,2024-10-18T20:03:26,3
275,Florian,2024-10-18T20:58:16,3
276,Florian,2024-10-18T23:12:41,3
277,Florian,2024-10-19T01:29:20,3
278,Aurora,2024-10-19T04:18:34,3
279,Florian,2024-10-19T06:54:30,3
280,Florian,2024-10-20T20:36:11,3
281,Aurora,2024-10-21T04:43:47,3
282,Oscilio,2024-10-21T18:17:07,3
283,Verdance,2024-10-21T23:51:19,3
284,Oscilio,2024-10-22T01:48:41,3
285,Verdance,2024-10-22T04:48:51,3
286,Verdance,2024-10-22T21:36:51,3
287,Verdance,2024-10-23T03:05:55,3
288,Florian,2024-10-23T05:17:51,3
289,Florian,2024-10-23T06:40:30,3
290,Verdance,2024-10-23T21:38:39,3
291,Verdance,2024-10-24T01:06:56,3
292,Oscilio,2024-10-24T06:28:11,3
293,Oscilio,2024-10-24T18:56:28,3
294,Oscilio,2024-10-25T03:25:16,3
295,Oscilio,2024-10-25T07:04:24,3
296,Florian,2024-10-25T09:24:16,3
297,Aurora,2024-10-25T21:34:57,3
298,Verdance,2024-10-26T01:39:58,3
299,Aurora,2024-10-26T18:00:04,3
300,Florian,2024-10-28T14:48:16,3
301,Aurora,2024-11-22T22:55:00,3
